"BoothID","authors","abstract","title","PosterCategory","VideoLink"
1211,"Benjamin Yang: Columbia University; Jen-Shuo Liu: Columbia University; Xichen He: Columbia University; Barbara Tversky: Stanford University; Steven Feiner: Columbia University","Copies (proxies) of objects are useful for selecting and manipulating objects in virtual reality (VR). Temporary proxies are destroyed after use and must be recreated for reuse. Permanent proxies persist after use for easy reselection, but can cause clutter. To investigate the benefits and drawbacks of permanent and temporary proxies, we conducted a user study in which participants performed 6DoF tasks with proxies in the Voodoo Dolls technique, revealing that permanent proxies were more efficient for hard reselection and preferred.","Permanent Proxies for Selection and Manipulation in Virtual Reality","Interaction and Interfaces",TRDW5mpFBng
1212,"Jalal Safari Bazargani: Sejong University; Soo-Mi Choi: Sejong University","This paper presents a multi-modal human-agent interaction framework that integrates hand tracking, voice commands, user intention interpretation, and scene understanding using large language and vision models for object pick-up and placement tasks in VR. Scene understanding integrates object tags and ChatGPT-4V's object detection. User commands are processed via the LLaMA-3.2 model, which interprets user intention, identifies task and reference objects, and spatial relationships for task execution. An initial experiment with 15 participants showed that the multimodal approach achieved the fastest task completion times and highest user satisfaction. While hand-only interaction was comparable, voice-only interaction was significantly slower.","Multi-modal Interaction with Virtual Agents: A Pick-up and Placement Case Study","Interaction and Interfaces",gncR4ZXXRNg
1213,"Melissa Steininger: University Hospital Bonn; Anna Jansen: University Hospital Bonn; Kristian Welle: University Hospital Bonn; Björn Krüger: University Hospital Bonn","Hand tracking plays an important role in many Virtual Reality (VR) applications, enabling natural user interactions. Achieving precise tracking is often challenged by occlusion and suboptimal sensor placement. To address these challenges, we developed the Sensor Positioning Simulator, a versatile tool designed to optimize sensor placement. To demonstrate its utility, we simulated scenes from the VIRTOSHA project, a VR-based surgical training platform. Evaluations show that the tool effectively positioned sensors to achieve maximum hand surface visibility and full hand movement area coverage, even in occlusion-heavy environments. Future developments include support for animated simulations and validation through real-world experiments.","Optimized Sensor Position Detection: Improving Visual Sensor Setups for Hand Tracking in VR","Interaction and Interfaces",Am0NbE0f_lk
1214,"Zihao Li: Beijing Engineering Research Center of Mixed Reality and Advanced Display; Dongdong Weng: Beijing Engineering Research Center of Mixed Reality and Advanced Display,School of Optics and Photonics; Xiaonuo Dongye: Beijing Engineering Research Center of Mixed Reality and Advanced Display; Jie Hao: Beijing Engineering Research Center of Mixed Reality and Advanced Display; Xiangyu Qi: Beijing Engineering Research Center of Mixed Reality and Advanced Display","Text entry in virtual reality (VR) is a common task; however, it is often hindered by low typing efficiency and physical fatigue. To address these challenges, we present OrbitText, a novel text entry system for VR environments. OrbitText features a dual-handed, minimal-motion 3D interface and integrates an innovative typing prediction model that combines large language models (LLMs) with n-gram models. Our design aims to minimize physical strain while enhancing typing efficiency. User studies demonstrate that OrbitText significantly outperforms mainstream virtual keyboards, achieving higher efficiency, reduced fatigue, and a lower perceived task load.","OrbitText A Hybrid Prediction System for Efficient and Effortless Text Entry in Virtual Reality","Interaction and Interfaces",DqcSK_FUVx4
1215,"Taewook Ha: KAIST; Selin Choi: KAIST; Seonji Kim: KAIST; Dooyoung Kim: KAIST; Woontack Woo: KAIST","We present a new approach using Virtual Reality to capture human-scene interaction data within 3D environments. Traditional methods required costly physical setups with real furniture, making it difficult to collect both interaction and 3D scene data comprehensively. Our solution implements a user-centric scene graph with a hierarchical structure that captures both user interactions and 3D scene elements. The resulting dataset contains real human interaction data, dynamic scene information, synthetic sensor data, and scene graph annotations. This work provides a foundation for developing Mixed Reality experiences using 3D scene graphs with human interaction data.","Human-Scene Interaction Data Generation with Virtual Environment using User-Centric Scene Graph","Interaction and Interfaces",DOG8t2Qi0FI
1216,"Matthieu Blanchard: Ecole Centrale de Lyon, CNRS, INSA Lyon, Universite Claude Bernard Lyon 1, Université Lumière Lyon 2, LIRIS, UMR5205, ENISE; Sophie Villenave: Ecole Centrale de Lyon, CNRS, INSA Lyon, Universite Claude Bernard Lyon 1, Université Lumière Lyon 2, LIRIS, UMR5205, ENISE; Tristan Habémont: INSA Lyon, Ecole Centrale Lyon, Universite Claude Bernard Lyon 1, CPE Lyon, CNRS, INL UMR 5270; Bertrand Massot: INSA Lyon, Ecole Centrale Lyon, Universite Claude Bernard Lyon 1, CPE Lyon, CNRS, INL UMR 5270; Pierre Raimbaud: Ecole Centrale de Lyon, CNRS, INSA Lyon, Universite Claude Bernard Lyon 1, Université Lumière Lyon 2, LIRIS, UMR5205, ENISE; Guillaume Lavoué: Ecole Centrale de Lyon, CNRS, INSA Lyon, Universite Claude Bernard Lyon 1, Université Lumière Lyon 2, LIRIS, UMR5205, ENISE","Physiological data are increasingly used in Virtual Reality (VR) to analyze the user experience. However, when we move and interact in VR, the quality of physiological data is degraded. This study evaluates the impact of movements and sensor positions on signal quality. 3 positions for EDA and 2 for ECG have been compared on 36 subjects performing a series of different gestures in a within-subjects design. We observed that movements requiring the hand to be closed significantly degraded EDA signals, and that the palm position offered better robustness. For ECG, the position closest to the heart gave the best results.","Physiological Signals Quality in 6DoF Virtual Reality: Preliminary Results","Interaction and Interfaces",CAyig-Txpf8
1217,"Nicolas LEVI-VALENSI: Aix-Marseille Université; Antoine HP MORICE: Aix-Marseille Université; William WILMOT: Stellantis; Jocelyn Monnoyer: Stellantis; Dr Julien MAROT: Aix-Marseille Université","We investigated how to design a software pipeline to recognize hand gesture from images inside a vehicle cockpit. Two architectures are compared. Frequency descriptors derived from the Fourier transforms were solely used in image outline analysis.","Autonomous Hand Gesture Recognition Solution for Embedded Automotive Systems","Interaction and Interfaces",h4UU-NK0ZmA
1218,"Marine Desvergnes: Université de Poitiers; Cecile R. Scotto: Université de Poitiers; Centre de Recherches sur la Cognition et l'Apprentissage; Kathleen Belhassein: CNRS; Célestin Preault: CESI Lineact; Jean JP Pylouster: Université de Poitiers; Pierre Laguillaumie: CNRS; Jean-Pierre Gazeau: Université de Poitiers - CNRS; Ludovic Le Bigot: Université de Poitiers; Nicolas Louveton: Université de Poitiers","Immersive technologies enhance industrial applications by creating virtual representations of manufacturing environments and providing visual assistance for tasks. Most studies are based on ad hoc scenarios, making comparisons across studies difficult. In this research, 99 participants controlled a remote industrial robot using a VR headset in a reproducible maintenance task. They performed the task under three conditions: no assistance (control), text-based assistance, or attentional cueing (highlighting objects). We manipulated task difficulty (easy vs. difficult) and assessed performance based on completion time and failure rate. Results showed that visual assistance significantly shortened task completion time, with findings discussed.","Visual assistance in VR-based robot control : towards a reproducible evaluation scenario","Interaction and Interfaces",hS6Yi8OUPCA
1219,"Kagan Taylor: Lancaster University; Haopeng Wang: Lancaster University; Florian Weidner: Lancaster University; Hans Gellersen: Lancaster University","Gaze and hand-based micro-gestures have been widely studied individually, each offering unique advantages as input modalities, but their combination remains under-explored. In this work, we integrate gaze with thumb-to-finger micro-gestures, discussing their complementary strengths to enable expressive and efficient interactions. We examine two strategies for combining gaze and micro-gestures, assess their strengths and weaknesses, and present examples such as mouse emulation and application shortcuts. Finally, we outline the potential and challenges of gaze and micro-gestures to enhance interaction across diverse contexts, and discuss future directions. This work begins the exploration of gaze and micro-gestures for novel input techniques.","Towards the Fusion of Gaze and Micro-Gestures","Interaction and Interfaces",g-1SkQSMOY0
1220,"Kazuma Mori: Nara Institute of Science and Technology; Isidro M. Butaslac III: Nara Institute of Science and Technology; Taishi Sawabe: Nara Institute of Science and Technology; Hirokazu Kato: Nara Institute of Science and Technology; Alexander Plopski: TU Graz","Automatic AR-based work support systems promise to provide instructions without user interaction when the current step is completed. However, progress estimation failures can cause confusion and reduce trust. To support understanding of instruction reliability, we display the confidence of each step. To explore its effects on user interaction, we conducted a Wizard-of-Oz style user study with 12 participants assembling a LEGO model with and without confidence visualization, where confidence levels were predefined. While the visualization did not improve performance, participants preferred having it, especially for low-confidence steps. These findings show design possibilities for future automated instruction systems.","Effects of Confidence Visualization in Automated Assembly Instructions","Interaction and Interfaces",MSGNkXpscqY
1221,"Polina Häfner: Karlsruhe Insitute of Technology; Frithjof Anton Ingemar Eisenlohr: Karlsruhe Insitute of Technology; Felix Longge Michels: Karlsruhe Insitute of Technology; Abhijit Karande: EES Beratungsgesellschaft mbH; Michael Grethler: EES Beratungsgesellschaft mbH","This paper proposes a conceptual framework leveraging VR technologies to develop large language model (LLM)-based Voice User Interfaces (VUIs) for industrial applications, addressing key adoption challenges. By integrating virtual twins and immersive environments, the framework supports essential development steps, including data collection, LLM training, usability testing, and iterative design validation. The study shows how VR enables realistic simulations, faster development, and reduces the dependency on physical prototypes in the VUI development, offering improvements in efficiency and user-centered design. Initial findings of the proof-of-concept study highlight the framework's potential to address industrial requirements.","Accelerating the Development of Machine Voice User Interfaces with Immersive Environments","Interaction and Interfaces",XTg7R5c1HqM
1222,"Francesco Vona: University of Applied Sciences Hamm-Lippstadt; Julia Schorlemmer: Immersive Reality Lab, University of Applied Sciences Hamm-Lippstadt ; Jessica Stemann: University of Applied Sciences Hamm-Lippstadt; Sebastian Fischer: University of Applied Sciences Hamm-Lippstadt; Jan-Niklas Voigt-Antons: Hamm-Lippstadt University of Applied Sciences","Virtual reality (VR) enables users to simulate real-life situations in immersive environments. Interaction methods significantly shape user experience, particularly in high-fidelity simulations mimicking real-world tasks. This study evaluates two primary VR interaction techniques—hand-based and controller-based—through virtual shopping tasks in a simulated supermarket with 40 participants. Hand-based interaction was preferred for its natural, immersive qualities and alignment with real-world gestures but faced usability challenges, including limited haptic feedback and grasping inefficiencies. In contrast, controller-based interaction offered greater precision and reliability, making it more suitable for tasks requiring fine motor skills.","Hands vs. Controllers: Comparing User Interactions in Virtual Reality Shopping Environments","Interaction and Interfaces",aBjL4mvtqyw
1223,"Hong Son Nguyen: Korea University; Andrew Chalmers: Victoria University of Wellington; DaEun Cheong: Korea University; Myoung Gon Kim: Korea University; Taehyun James Rhee: University of Melbourne; JungHyun Han: Korea University","This paper presents a pipeline that estimates a user's 3D pose and shape to facilitate a user’s full-body interaction with virtual objects in a mixed reality environment. The usability and effectiveness of the pipeline are demonstrated through a user study.","Full-Body Interaction in Mixed Reality using 3D Pose and Shape Estimation","Interaction and Interfaces",6CT28Q_SnZ8
1224,"Alexandre Vu: M2S - EA7470, Univ Rennes 2, Inria; Anthony Sorel: M2S - EA7470, Univ Rennes 2, Inria; Benoit Bideau: M2S - EA7470, Univ Rennes 2, Inria; Richard Kulpa: M2S - EA7470, Univ Rennes 2, Inria","The multitasking aspect of soccer is rarely considered to study the relationship between expertise and visual attention. This study examined the ability of 24 soccer players to visually track teammates and opponents in simulated game situations within a CAVE, with or without the requirement to intercept a virtual ball. No significant decrease in visual tracking performance was observed when an actual motor interception was required. Additionally, no significant differences were found between participants competing at the national level and those at lower levels. Further research is needed to better understand how visual attention contributes to expertise in soccer.","Influence of ball reception on visual tracking performance of soccer players in a virtual reality Multiple Player Tracking task","Interaction and Interfaces",Wyac3QR_0WI
1225,"Zachary C Jones: Concordia University; Simon Drouin: École de Technologie Supérieure; Marta Kersten-Oertel: Concordia University","Virtual reality (VR) facilitates immersive visualization and interaction with complex medical images in immersive platforms. It remains unclear which VR input schemes and devices are optimal for these tasks. In this study, we perform a 12-person study to investigate user performance and experience while performing medical image segmentation with two control schemes, keyboard and mouse (KBM) and VR motion controllers (MC). Our results showed that motion controllers are faster in smaller segmentation tasks and offer a more pleasant user experience, however no significant difference in user accuracy was observed.","Exploring Interaction Paradigms for Performing Medical Image Segmentation Tasks in Virtual Reality","Interaction and Interfaces",uE7AMdRkBuM
1226,"Ryutaro Kurai: Cluster, Inc.; Takefumi Hiraki: Cluster Metaverse Lab; Yuichi Hiroi: Cluster Metaverse Lab; Yutaro Hirao: Nara Institute of Science and Technology; Monica Perusquia-Hernandez: Nara Institute of Science and Technology; Hideaki Uchiyama: Nara Institute of Science and Technology; Kiyoshi Kiyokawa: Nara Institute of Science and Technology","Metaverse platforms are rapidly evolving to provide immersive spaces. However, the generation of dynamic and interactive 3D objects remains challenging due to the need for advanced 3D modeling and programming skills. We present MagicCraft, a system that generates functional 3D objects from natural language prompts. MagicCraft uses generative AI models to manage the entire content creation pipeline: converting user text descriptions into images, transforming images into 3D models, predicting object behavior, and assigning necessary attributes and scripts. It also provides an interactive interface for users to refine generated objects by adjusting features like orientation, scale, seating positions, and grip points.","An implementation of MagicCraft: Generating Interactive 3D Objects and Their Behaviors from Text for Commercial Metaverse Platforms","Interaction and Interfaces",NtsWOCxC0x0
1227,"Disha Sardana: Virginia Tech; Lee Lisle: Virginia Tech; Denis Gracanin: Virginia Tech; Ivica Ico Bukvic: Virginia Tech; Kresimir Matkovic: VRVis Research Center; Greg Earle: Virginia Tech","This study evaluates the role of sonification in immersive analytics using real-world geophysical datasets. A between-subject experiment in a mixed-reality environment compared audio-visual and visual-only scenarios with 50 participants. The study analyzed key performance metrics, including pattern identification, confidence, task responses, workload (NASA Task Load Index), and usability (SUS questionnaire). Results show that sonification enhances pattern detection and user confidence in analytics tasks. This research highlights sonification's benefits and limitations, offering insights into optimizing audio for immersive systems to support complex data exploration.","Evaluating the Impact of Sonification in an Immersive Analytics Environment Using Real-World Geophysical Datasets","Interaction and Interfaces",I5uS5VoExmM
1228,"Alexander Gao: University of Maryland, College Park; Xijun Wang: The University of Manyland, College Park; Geonsun Lee: University of Maryland; William Barber Smith Chambers: University of Maryland; Niall L. Williams: University of Maryland, College Park; Yi-Ling Qiao: University of Maryland, College Park; Shengjie Xu: University of Maryland, College Park; Ming C Lin: University of Maryland at College Park","In immersive VR environments, users often miss events occurring outside their field of view. To address this, we propose a framework that guides user attention by dynamically adjusting environment lighting based on an input text script and 3D scene.   Validated through a user study, our system improves users' recall of virtual environments.","Event-Driven Lighting for Immersive Attention Guidance","Interaction and Interfaces",fZspvtg9GkA
1229,"Zhaomou Song: University of Cambridge; John J Dudley: University of Cambridge; Per Ola Kristensson: University of Cambridge","Gesture interaction systems continuously predict user gestural inputs to allow rapid access to functions. It is essential to provide additional assistance when the system makes a mistake. We introduce two alternative assistance strategies, a contextual menu and visual-based guidance, that prompt the user with additional information when the system uncertainty exceeds a threshold. We compared the proposed approaches with a fixed menu in a user study with 18 participants. The results suggest that participants universally praised the fixed menu for its high controllability. Visual guidance was also preferred by many participants due to its simplicity and intuitiveness, especially for those who seek understanding about the system.","Investigating Visualization and Control for Assisting Gesture Interaction in Virtual Reality","Interaction and Interfaces",S2W3Y3iUxis
1230,"Aleshia Hayes: University of North Texas; Tania Heap: University of North Texas; Deborah Cockerham: University of North Texas; Lauren Eutsler: University of North Texas; Ruth West: University of North Texas; Haseeb Abdul: University of North Texas; Erika Knapp: University of North Texas; Neureka Kandu: University of North Texas","Highly immersive, interactive VR is engaging and effective for education and training across users, contexts, and domains. However, VR tools are not recommended for early elementary school children. Here we report on the participatory design approach to three novel mixed reality displays and a mixed reality software, “The Readerverse,” in the context of reading proficiency to demonstrate application of the affordances of mixed reality for early elementary education. This mixed reality library allows students to open virtual books that transport them into the book world with content-specific learning experiences. This paper discusses pilot testing and iterative design with stakeholders.","Designing a Mixed Reality Library Experience to Engage Students with Open-Source Literacy Content for Primary School Students","Interaction and Interfaces",Uab9QlYsKno
1231,"Chong CHENG: Hong Kong University of Science and Technology (Guangzhou); Qinzheng Zhou: National Key Laboratory of Multispectral Information Processing; Jianfeng Zhang: NUS; Shiya Tsang: The Hong Kong University of Science and Technology; Hao Wang: HKUST","This paper presents Decoupled3D, a novel framework for 3D object generation with decoupled components. Decoupled3D uniquely decouples and optimizes object component meshes from a single image, producing not only an overall shape for the object but also the independent modeling for object components. Decoupled3D serves as a plug-and-play module, which is applicable to various object images and existing 3D reconstruction methods, offering high flexibility and scalability. Experimental results suggest the potential in digital creation and virtual reality applications. The survey results indicate that participants believe our proposed Decoupled3D offers superior control and design capabilities.","Exploring Decoupled Generation for Enhancing VR Interaction and Control","Miscellaneous Topics",TfpMj_UG9Ak
1232,"Victor Häfner: Karlsruhe Insitute of Technology; Polina Häfner: Karlsruhe Insitute of Technology; Felix Longge Michels: Karlsruhe Insitute of Technology; Florian Bauer: Karlsruhe Insitute of Technology; Michael Grethler: Karlsruhe Insitute of Technology","Geothermal energy offers a sustainable and reliable energy source. However, VR engineering methods have seen limited application in this field. This work introduces an Immersive Engineering Toolkit, which leverages an open-source VR engine to address challenges across the geothermal lifecycle, such as drill site planning, subsurface visualization, engineering simulations, and public engagement. By integrating heterogeneous data formats and enabling collaborative environments, the toolkit aims to enhance cost-efficiency, safety, decision-making and stakeholder communication. By unifying scientific, engineering, and societal aspects, the toolkit aims to provide a holistic approach to accelerate the adoption of deep geothermal energy systems.","Immersive Engineering Toolkit for Deep Geothermal Energy","Miscellaneous Topics",8wLMQJbwc9Q
1233,"Arwa Own: Chemnitz University of Technology; Sebastian Knopp: Chemnitz University of Technology; Mario Lorenz: Chemnitz University of Technology","Using Artificial Intelligence (AI) to validate that tasks are performed correctly when instructed through Augmented Reality (AR) is a rather unexplored area. Focusing on the removal of components during the disassembly of washing machines in the context of circular economy, we develop an AR system, to detect correctly executed tasks using AI. We present preliminary results of our novel approach using the YOLOv8 Nano model detecting eight components. Already with very limited training data we could achieve detection precisions of over 90% for seven of eight components proofing the general feasibility of our work.","Industrial Augmented Reality – Feasibility of AI-based Validation of AR Instructed Component Recovery for Washing Machines in Circular Economy","Miscellaneous Topics",LWuRzmSLRn0
1234,"Masaki Yoshida: Hokkaido University; Ren Togo: Hokkaido University; Takahiro Ogawa: Hokkaido University; Miki Haseyama: Hokkaido University","This paper proposes a novel method to extend Gaussian Splatting (3DGS) to the audio domain, enabling novel-view acoustic synthesis solely using audio data. While recent advancements in 3DGS have significantly improved novel-view synthesis in the visual domain, its application to audio has been overlooked, despite the critical role of spatial audio for immersive AR/VR experiences. Our method addresses this gap by constructing an audio point cloud from audio at source viewpoints and rendering spatial audio at arbitrary viewpoints. Experimental results show that our method outperforms existing approaches relying on audio-visual information, demonstrating the feasibility of extending 3DGS to audio.","Extending Gaussian Splatting to Audio: Optimizing Audio Points for Novel-view Acoustic Synthesis","Miscellaneous Topics",LuYWZUFFBxI
1235,"Nina Rosa: Wageningen University and Research; Esther Kok: Wageningen University and Research; Els Siebelink: Wageningen University and Research; Michelle van Alst: Wageningen University and Research; Travis Masterson: Pennsylvania State University; Alexander Klippel: Wageningen University and Research","Portion size estimation is an essential component of dietary intake assessment, but people generally struggle with such estimation. Augmented reality methods have been developed to aid in this, but it is unclear how selected features are intended to improve accuracy or create a positive user experience. In this paper, we present a storyboard for a new augmented reality approach, AReplica. We explain why each feature was chosen and list necessary future research.","AReplica: User-Centered Design of an Augmented Reality Portion Size Estimation tool for Dietary Intake Assessment","Miscellaneous Topics",djyZUII5I3Q
1236,"Nanjia Wang: University of Calgary; Muskan Sarvesh: University of Calgary; Brody Wells: University of Calgary; Bryson Lawton: University of Calgary; minseok ryan kang: University of Calgary; Kangsoo Kim: University of Calgary; Frank Maurer: University of Calgary","This paper presents an immersive extended reality (XR) based digital twin (DT) system designed for a hydrogen pipeline test facility, combining real-time data visualization with interactive virtual navigation. Employing 3D pipeline models and a point-and-teleport locomotion method with orientation specifications, the system enables efficient exploration of the physical pipeline facility's virtual counterpart. Preliminary feedback from field experts highlights the system's potential to provide effective navigation and reduce cognitive fatigue through the visualization of the sensor data.","Developing an XR-Integrated Digital Twin for Hydrogen Pipeline Monitoring and Navigation","Miscellaneous Topics",UcdgwNi9YDw
1237,"Yanan Liu: Yunnan university; Yanqiu Li: The University of Melbourne; Hao Zhang: Yunnan University; Qianhan Tang: Yunnan University; Dan Xu: Yunnan University","Human action recognition has vast research prospects in the field of virtual reality, particularly in the context of the skeleton modality with enhanced robustness to background noise.  However, recent methods overlook a dataset bias caused by  the customized and subject-specific  sub-actions  correlated spurious causalities between  actions and predicted labels.  In this work, we build a skeleton causal graph  to formulate the causalities and causally intervened the confounded recognition model via backdoor adjustment, and design  a novel causal intervention based pipeline CI-GCN for skeleton-based action recognition to deconfound model and improve recognition accuracy, which achieves the state-of-the-art on three public action datasets.","Deconfounded Human Skeleton-based Action Recognition via Causal Intervention","Miscellaneous Topics",n7VpZ2VsHQE
