"BoothID","authors","abstract","title","PosterCategory","VideoLink"
1018,"Clarence Chi San Cheung: Hong Kong University of Science and Technology; Ahmad Alhilal: Aalto University; Kriti Agrawal: Birla Institute of Technology and Science, Pilani; Zhizhuo Yin: The Hong Kong University of Science and Technology  (Guangzhou); Reza Hadi Mogavi: University of Waterloo; Pan Hui: The Hong Kong University of Science and Technology","Trust is a key element in human relationships and is vital for the success of any interaction. Establishing trust in the Social VR is important for promoting collaboration, communication, and social interaction. In our research, we investigate the perception and feasibility of using lie detection techniques in virtual reality to build trust. Our findings suggest that it is possible to detect deception in virtual reality using sensor-detected cues, and there is general desirabiilty of the feature. Using random forest, gaze-based features by themselves could reach an 87\% accuracy in detecting lies.  We also propose design considerations for future research.","Lie Detection in Social VR Using Multimodal Data","Collaboration, Virtual Humans and Social Applications ",SW7V--4edpI
1019,"Junyeong Kum: Pusan National University; Myungho Lee: Pusan National University","Embodied conversational agents (ECAs) capable of nonverbal behaviors have been developed to address the limitations of voice-only assistants. Research has explored their use in augmented reality (AR), suggesting they may soon interact with us more naturally in physical spaces. However, the question of how they should enter the user's space when summoned remains under-explored. In this paper, we focused on the plausibility of ECAs' entering action into the user's field of view in AR. We analyzed its impact on users' perceived social presence and functionality of the agent. Our results indicated that the plausibility of the action significantly affected social presence and had a marginal effect on perceived functionality.","How Embodied Conversational Agents Should Enter Your Space?","Collaboration, Virtual Humans and Social Applications ",UqpuRf-KJKY
1020,"Linjing SUN: University of Nottingham Ningbo China; Boon Giin Lee: University of Nottingham Ningbo China; Matthew Pike: University of Nottingham Ningbo China; David Chieng PhD: University of Nottingham Ningbo; Sen Yang: University of Nottingham Ningbo China","Pedagogical agents (PAs) have been extensively employed in immersive virtual reality (IVR) educational settings, yet their specific attributes are not thoroughly investigated. This study explores the impact of PA appearance and knowledge delivery methods on student learning in IVR environments. The findings reveal that the flying robot PA is regarded as the most credible, while cute creature PAs increase motivation but cause some distraction. The integrated text and audio multi-modality approach resulted in the best knowledge retention, though some participants experienced a slower learning pace. These insights are significant for designing and using PAs in IVR educational settings.","From Robots to Creatures: The Influence of Pedagogical Agent Design on Student Motivation and Learning in IVR Education","Collaboration, Virtual Humans and Social Applications ",vBw5QHVeA74
1021,"Jack F Brophy: Keio University; Dunya Chen: KMD, Keio University; Tanner Person: Keio University Graduate School of Media Design; Kouta Minamizawa: Keio University Graduate School of Media Design; Giulia Barbareschi: Keio University","Increasing global migration has led to the rapid growth of interactions between organizations, groups, and individuals from various cultures. As such, knowing how to decode communication involving conversational partners from other cultures is essential in avoiding misunderstandings and needless conflicts. We present SentioScape, a Mixed Reality (MR) system for aiding emotional expression and understanding to foster more effective cross-cultural communication. 20 participants took part in an experiment to evaluate the system, with preliminary results revealing some positive trends that suggest the system has potential as a tool for creating more effective emotional communication between high- and low-context communicators.","SentioScape: Facilitating Effective Cross-Cultural Communication through Emotional Mixed Reality","Collaboration, Virtual Humans and Social Applications ",j6sao2PuYik
1022,"Ulrike Kulzer: Saarland University, Saarland Informatics Campus; André Zenner: Saarland University, Saarland Informatics Campus; Donald Degraen: University of Canterbury","We developed a wind-based wearable haptic feedback device called winDirect to investigate if multimodal stimuli can be used to disguise hand redirection (HR) by increasing corresponding perceptual detection thresholds (DTs) in users. Our investigation was motivated by the findings of two previous works, which showed multimodal stimuli to increase presence, and indicated an increased feeling of embodiment to increase the DTs of HR. In contrast to our expectations, we found that the integration of multimodal stimuli did not guarantee increased HR DTs, even when increasing presence - highlighting the need to study correlations between presence and HR more deeply.","winDirect: Studying the Effect of a Wind-Based Haptic Bracelet on Presence and the Detectability of Hand Redirection","Locomotion, Navigation and Redirection",sy2GlV95GDA
1023,"Hyuntaek Park: Daegok Middle School; Hyunwoo Cho: University of South Australia; Sang-Min Choi: Gyeongsang National University; Suwon Lee: Gyeongsang National University","Traditional VR locomotion systems often rely on costly treadmills or sophisticated motion capture technologies, limiting accessibility for broader audiences. This study introduces a highly affordable do-it-yourself walk-in-place interface for VR applications. The proposed interface is built using widely available materials, such as cardboard and aluminum foil, integrated with touch sensors and Bluetooth communication. The interface supports 16 directions of movement and can be constructed for approximately $50. This study demonstrates the potential of budget-friendly solutions to enhance VR. The proposed approach broadens access to immersive VR experiences and bridges the gap between functionality and affordability of VR systems.","Low-cost DIY 16 Directions of Movement Walk-in-Place Interface for VR Applications","Locomotion, Navigation and Redirection",uUCEzcBsF7Q
1024,"Pedro A. Ferreira: NOVA School of Science and Technology; Ana Rita Rebelo: NOVA LINCS, NOVA School of Science and Technology; Rui Nóbrega: Universidade Nova de Lisboa, Lisboa, Portugal","Virtual Reality (VR) is widely used in museums to offer unique exhibition experiences. Navigation in virtual museums is typically achieved through teleportation. While teleportation bypasses physical space limitations, this technique differs from natural walking in the real world. Walking provides more immersive experiences but usually requires a large physical area. To address this, we present a space exploration VR museum where users can walk through the history of humanity's space exploration within just a 2.5 x 2.5 m physical space by employing overlapping spaces. This approach enables immersive storytelling and accessible virtual museum experiences, with preliminary results supporting its effectiveness.","Walking in Space: Immersive Storytelling in Space Exploration VR Museum","Locomotion, Navigation and Redirection",tPb2iINGTbo
1025,"zhe xie: Beijing Engineering Research Center of Mixed Reality and Advanced Display，School of Optics and Photonics，Beijing Institute of Technology; Yue Liu: Beijing Engineering Research Center of Mixed Reality and Advanced Display，School of Optics and Photonics，Beijing Institute of Technology; Dong Li: Beijing Engineering Research Center of Mixed Reality and Advanced Display，School of Optics and Photonics，Beijing Institute of Technology","Localization in large-scale environment is fundamental for high-degree- of-freedom augmented reality (AR) and virtual reality (VR) applications. However, achieving stable and cost-effective wide-area tracking remains challenging, as existing methods often increase system cost and complexity when scaled to large spaces. This paper proposes a vision-based tracking system that encodes spatial relationships between markers to generate a planar layout. We propose a BiLSTM-based network for efficient marker recognition and introduce a robust rematching algorithm to enhance recognition accuracy. The proposed approach scales effectively with sparse markers while maintaining a high recognition rate.","Vision-Based Tracking System via Sparse Artificial Marker","Locomotion, Navigation and Redirection",0-Zq-3YA8tg
1026,"Yuto Ohashi: Graduate School of Science and Technology, Nara Institute of Science and Technology; Keigo Matsumoto: The University of Tokyo; Yutaro Hirao: Nara Institute of Science and Technology; Monica Perusquia-Hernandez: Nara Institute of Science and Technology; Nobuchika Sakata: Ryukoku University; Hideaki Uchiyama: Nara Institute of Science and Technology; Kiyoshi Kiyokawa: Nara Institute of Science and Technology","We propose a walker-type system designed to enhance visual gain in redirected walking within virtual reality(VR) by providing dynamic haptic feedback through a rotating circular handrail.Two experiments were conducted to investigate whether haptic feedback in Redirected Walking(RDW) can expand the range of visual gain.This represents an approximately 23% increase in the visual gain threshold when the slide gain was set to 2.69, and a 21% increase when the slide gain was set to 1.00, highlighting the influence of haptic feedback. The results demonstrate that this device can enhance the user’s perception of movement in VR by coupling visual and haptic cues.","Friction Sensation in Redirected Walking Using a Rotating Handrail","Locomotion, Navigation and Redirection",2HcxQbZKcaU
1027,"Razeen Hussain: University of Genoa; Manuela Chessa: University of Genoa; Fabio Solari: University of Genoa","Accurately perceiving distances in virtual reality (VR) remains a challenge due to discrepancies between real-world and VR spatial experiences. This study compares four VR locomotion methods—Teleport, Joystick, Arms Swinging, and Real Walking—by evaluating distance perception, spatial orientation, and user experience. In an exploratory within-subject study, participants navigated a virtual environment, estimated distances, and completed various questionnaires (SSQ, IPQ, SUS, NASA TLX, and a comparison questionnaire). Results showed a mismatch between user preference and performance: while Arms Swinging was the least preferred method, it provided the most accurate distance estimation and spatial orientation.","A Comparative Study on Locomotion Methods and Distance Perception in Immersive Virtual Reality","Locomotion, Navigation and Redirection",iv0fj__Jm-U
1028,"Ripan Kumar Kundu: University of Missouri-Columbia; Khaza Anuarul Hoque: University of Missouri","Existing ML/DL methods for predicting VR cybersickness require massive amounts of high-quality data for effective training, extended training times, and lack of transferability capability to new VR environments. To address this, we propose a novel approach using zero-shot and few-shot learning mechanisms to leverage the knowledge of pre-trained large foundation models (TimeGPT and Chronos). Validated on two open-source VR cybersickness datasets, Simulations 2021 and APAL Head 2019, our fine-tuned TimeGPT model outperforms traditional DL models, achieving superior accuracy and significantly reduced training times compared to the trained-from-scratch Transformer models.","Advancing Cybersickness Prediction in Immersive Virtual Reality Using Pre-Trained Large Foundation Models","Locomotion, Navigation and Redirection",ZPz9zKQ2CJ8
1029,"Zubin Datta Choudhary: University of Central Florida; Ferran Argelaguet Sanz: Inria; Gerd Bruder: University of Central Florida; Greg Welch: University of Central Florida","Virtual Reality (VR) users often turn their bodies during experiences. Virtual navigation techniques use rotations and forward translation to simulate movement. Despite being designed for stationary use, these techniques can cause Unintentional Positional Drift (UPD), impacting user safety and VR experiences. We conducted an human-subject study, approved by our university ethics board, with 20 participants performing repetitive rotation tasks. Our study focused on intentionally inducing UPD via physical rotations by adding an offset to the VR camera's roll angle, creating a visual illusion of ""leaning"" or ""banking."" Our results show that camera roll offsets induced UPD along participants' initial left-right axis under specific conditions.","Inducing Unintentional Positional Drift (UPD) in Virtual Reality via Physical Rotations and the Illusion of Leaning","Locomotion, Navigation and Redirection",6tfTjkIMzJw
1030,"Yuan Yue: Shandong University; Chao Zhou: Institute of Software Chinese Acadamy of Sciences; Tangjun Qu: Shandong University; Baiqiao Zhang: Shandong University; Juan Liu: School of Mechanical, Electrical & Information Engineering; Junhao Wang: Peking University; Tianren Luo: Institute of Software; Yulong Bian: Shandong University","This paper introduces a method to reduce motion sickness (MS) during passive motion in virtual reality (VR), like virtual driving. The method improves users' sense of embodiment (SoE) by simulating airflow to align vestibular, visual, auditory, and tactile cues. We developed a Wind Simulation Helmet to provide airflow around the head and created a virtual motorcycle driving environment with matching visual and auditory cues. A preliminary experiment helped determine helmet parameters, followed by a formal experiment to test the effect of wind sensation on motion sickness. Results show that wind simulation can effectively: 1) improves proprioception and SoE of participants; 2) reduces motion sickness risk during passive driving.","Multi-sensory Simulation of Wind Sensation (MSSWS): An Approach of Reducing Motion Sickness in Passive Virtual Driving","Locomotion, Navigation and Redirection",fhA4hv8pLVQ
1031,"Omar Khan: University of Calgary; Hyeongil Nam: University of Calgary; Kangsoo Kim: University of Calgary","As virtual reality (VR) continues to expand, particularly in social VR platforms and immersive gaming, understanding the factors that shape user experience is becoming increasingly important.  Avatars and locomotion methods both play central roles in influencing user experience in VR. However, little is known about the impact of congruence between these two factors. We conducted a user study with 30 participants, employing two avatar types (human and gorilla) and two locomotion methods (human-like arm-swing and gorilla-like arm-roll), to assess the effects of avatar-locomotion congruence. Our results indicate that congruent avatar-locomotion conditions enhance avatar identification and user experience.","“I look like a gorilla, but don’t move like one!”: Impact of Avatar-Locomotion Congruence in Virtual Reality","Locomotion, Navigation and Redirection",0BDhfM-3El0
1032,"Liuyang Chen: NetEase (Hangzhou) Network Co., Ltd; Gaoqi He: East China Normal University; Changbo Wang: School of Computer Science and Technology","We propose Jumping-At-Air, where the avatar jumps in the virtual world and lands at a higher air while the user jumps in the real world, then jumps again from the air. The core idea is to first create a pair of pressure-sensing shoes based on the ESP32 chip, equipped with pressure sensors in the soles, to accurately detect the jumping stage. Then, through a carefully designed equation with two adjustable parameters, the user's jump trajectory in the real world is redirected to drive the jumps of the avatar in the virtual world. The redirected jumping curve is differentiable and continuous throughout its domain and conforms to the definition of a parabola.","Jumping-At-Air : Jumping without Touching the Ground in Virtual Reality","Locomotion, Navigation and Redirection",7PYBbndpOzQ
1033,"Jennifer Brade: Professorship Production Systems and Processes; Alexander Kögel: Professorship of Ergonomics and Innovation Management; Franziska Klimant: Professorship Production Systems and Processes; Martin Dix: Professorship Production Systems and Processes","This study examined two input methods—real bicycle and gaming controller—in a virtual bike tour. Participants engaged in a virtual bike tour using both methods while assessing presence and user experience. The bicycle method notably enhanced sense of physical space, engagement, and ecological validity, resulting in a more immersive experience. While pragmatic qualities showed no significant differences, the bicycle method excelled in hedonic qualities. The findings indicate that realistic physical interaction boosts presence and appeal, suggesting future research on different movement types.","Pedaling into Presence: Evaluating Presence and User Experience in VR Cycling vs. Controller Use","User Experience and Presence",DqHE7t66QdY
1034,"Ye-Seom Jin: Konkuk University; BoYu Gao: Jinan University; HyungSeok Kim: Konkuk University","Motion sickness is regarded as one of important limitations in Virtual Reality (VR) applications. This study investigates the effects of vertical vibrations and additional rotational vestibular stimulation on alleviating discomfort and enhancing immersion. We conducted pilot and main studies to examine the threshold of stimulation intensity to reduce motion sickness. Experimental results revealed that the effect of vestibular stimuli varied based on user characteristics such as gender, age, and vision, highlighting the need for personalized stimulation. The initial findings offer suggestion for developing more comfortable and immersive VR experiences.","Exploring User-Specific Variations in Vestibular Stimulation to Reduce Motion Sickness in VR","User Experience and Presence",f15HtWfo5p8
1035,"Shi Qiu: CUHK; Binzhu Xie: The Chinese University of Hong Kong; Qixuan Liu: CUHK; Pheng Ann Heng: The Chinese University of Hong Kong","3D Gaussian Splatting (3DGS) has recently emerged as an innovative and efficient 3D representation technique. While its potential for extended reality (XR) applications is frequently highlighted, its practical effectiveness remains underexplored. In this work, we examine three distinct 3DGS-based approaches for virtual environment (VE) creation, leveraging their unique strengths for efficient and visually compelling scene representation. By conducting a comparable study, we evaluate the feasibility of 3DGS in creating immersive VEs, identify its limitations in XR applications, and discuss future research and development opportunities.","Creating Virtual Environments with 3D Gaussian Splatting: A Comparative Study","User Experience and Presence",XR3GzmpCdlE
1036,"Damla Welti: ETH Zurich; Mathieu Lutfallah: ETH Zurich; Long Cheng: Innovation Center Virtual Reality; Andreas Kunz: ETH Zurich","Visualization of complex architectural and interior design proposals demands spatial comprehension. Mixed Reality (MR) is particularly effective in architectural visualization because it overlays virtual models onto already existing real environments. However, this approach alone restricts users to the physical constraints of their surroundings. We developed two approaches to augment MR with additional perspectives from physically inaccessible viewpoints: the World-in-Miniature (WIM) solution and the Cross Reality (CR) solution. The WIM solution provides a scaled-down 3D replica of the virtual environment, whereas the CR solution enables users to switch to Virtual Reality and allows them to teleport to physically inaccessible viewpoints.","Towards Cross Reality: A Comparison of World-in-Miniature and Virtual Reality Switch","User Experience and Presence",CPu87SfOhv8
1037,"Alexander Marquardt: Institute of Visual Computing; Marvin Lehnort: Institute of Visual Computing; Melissa Steininger: University Hospital Bonn; Ernst Kruijff: Bonn-Rhein-Sieg University of Applied Sciences ; Kiyoshi Kiyokawa: Nara Institute of Science and Technology; Monica Perusquia-Hernandez: Nara Institute of Science and Technology","This work explores how thermal feedback can enhance awe experiences in virtual reality (VR). We developed a custom thermal feedback system integrated into a VR headset that delivers temperature sensations to the user's face while viewing vast scenes of snow-covered mountains and desert canyons. Our results show that thermal feedback significantly enhanced presence measures while influencing specific components of awe experiences, specifically those related to physical sensations.","Temperature Matters: Thermal Feedback for Awe Experiences in VR","User Experience and Presence",Yqj_wCPEwO8
